Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Sprokkereef A.","23062172700;","Data protection and the use of biometric data in the EU",2008,"IFIP International Federation for Information Processing","262",,,"277","284",,9,"10.1007/978-0-387-79026-8_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45949098329&doi=10.1007%2f978-0-387-79026-8_19&partnerID=40&md5=6c33fe30aa7c533c4c7ce86cc086506c","Faculty of Law, Tilburg University, 5000 LE Tilburg, Netherlands","Sprokkereef, A., Faculty of Law, Tilburg University, 5000 LE Tilburg, Netherlands","This article is concerned with the legal approach to the regulation of biometrics in European policy making. It is observed that the latter is based mainly on a data protection perspective. From this data protection point of view, the handling of biometric data in the EU would benefit from a more stringent application of the purpose binding principle. Further, it is demonstrated that more thorough impact assessments could become the cornerstone for legal assessments of the application of data protection principles in individual biometric projects such as EURODAC. The conclusion is that the current approach to informational trends and biometrics will have to develop beyond personal data protection towards a more comprehensive notion of societal data protection through privacy enhancing data and identity management. Within this wider framework, data protection should be able to deal with the use of biometrics and multiple layers and concepts of privacy created by the information society as it is developing. © 2008 International Federation for Information Processing.",,"Biometrics; Data handling; Data privacy; Information science; Biometrics; Data handling; Education; Information science; Biometric data; Data protection; Identity management; Impact assessments; Information society; Multiple layers; Personal data protections; Policy making; Security of data; Data privacy","Sprokkereef, A.; Faculty of Law, , 5000 LE Tilburg, Netherlands; email: a.c.j.sprokkereef@uvt.nl","Fischer-Hubner S.F.-H.Martucci M.L.Duquenoy P.D.Zuccato A.Z.",,15715736,9780387790251,,,"English","IFIP Int. Fed. Inf. Process.",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-45949098329
"Brouwer E.","10539285300;","Digital borders and real rights: Effective remedies for third-country nationals in the Schengen information system",2008,"Immigration and Asylum Law and Policy in Europe","15",,,"1","596",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966774783&partnerID=40&md5=554829922643a28a5b6c0d8d02b0d28e",,"Brouwer, E.",[No abstract available],,,"Brouwer, E.","Niessen J.Guild E.Guild E.","Martinus Nijhoff Publishers",15682749,9789004165038,,,"English","Immigr. Asylum Law Policy Eur.",Review,"Final","",Scopus,2-s2.0-84966774783
"Stefanou C.","56112161500;","The European criminal record: Political parameters",2008,"Towards a European Criminal Record",,,,"59","78",,,"10.1017/CBO9780511495069.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927004727&doi=10.1017%2fCBO9780511495069.004&partnerID=40&md5=1e319793eb5b7ebd13a6b18f62f0876b","Institute of Advanced Legal Studies, School of Advanced Studies, University of London, United Kingdom","Stefanou, C., Institute of Advanced Legal Studies, School of Advanced Studies, University of London, United Kingdom","Introduction The idea behind the creation of a European Criminal Record was first put forward to the Commission in the political reviser’s Report of a Falcone Study on the use of national criminal records, completed in 2000. It was noted in that Report that the existing problems in judicial and enforcement agencies’ cooperation across the EU made the use of national criminal records as a means of combating organised crime rather problematic. It was pointed out that practical problems hindered the speed, access and effectiveness of existing methods of cooperation and the creation and use of an ECR was the way forward for the effective combating of organised crime. Of course, the idea of using databases as a means of combating crime is not new. Practically all enforcement agencies around the world use ‘files’ (in paper or digital form) on crimes, suspects and methods (modus operandi) in an attempt to prevent crime or prosecute criminals. In fact, in recent years digital databases such as the Schengen Information System (SIS) have become the first line of defence against transnational organised crime and plans to update and develop further the system into a SIS II are on the way. What makes the proposal for an ECR different is the idea of an EU-wide dedicated database which addresses the problem directly: in other words, a dedicated database which contains information extracted from national criminal records on selected crimes. © Cambridge University Press 2008 and Cambridge University Press, 2009.",,,"Stefanou, C.; Institute of Advanced Legal Studies, School of Advanced Studies, University of LondonUnited Kingdom",,"Cambridge University Press",,9780511495069; 9780521866699,,,"English","Towards a European Criminal Record",Book Chapter,"Final","",Scopus,2-s2.0-84927004727
"Mitsilegas V.","15759992900;","Databases in the area of freedom, security and justice: Lessons for the centralisation of records and their maximum exchange",2008,"Towards a European Criminal Record",,,,"311","335",,2,"10.1017/CBO9780511495069.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909422433&doi=10.1017%2fCBO9780511495069.017&partnerID=40&md5=1dddc44237ed296829bef28891d9065f","School of Law, Queen Mary, University of London, United Kingdom","Mitsilegas, V., School of Law, Queen Mary, University of London, United Kingdom","Introduction A key element in the development of EU action in Justice and Home Affairs in recent years has been the creation of legal and technical mechanisms aiming to facilitate the collection, exchange and analysis of personal data. Steps in this direction have taken the form of initiatives aiming both at eliminating obstacles to the exchange of personal data between national authorities and at creating EU-wide structures and databases. The emphasis on developing EU-wide databases can be witnessed in both the immigration and asylum field (with the establishment of the EURODAC and Schengen Information System (SIS) databases and proposals to establish a Visa Information System (VIS) in the pipeline) and the criminal law/policing field (the Europol database and part of the SIS database being prime examples). Political reactions to terrorist attacks this decade have led to calls for increasingly linking these databases (notwithstanding their different purpose) and increasing their ‘interoperability’ – a strategy clearly visible in the 2004 Hague Programme, a five-year renewal of the EU Justice and Home Affairs strategy. The Hague Programme also calls for the further facilitation of bilateral information exchanges in the police field under the so-called ‘principle of availability’ and for the ‘deepening’ of surveillance by the use of biometrics in the various databases. © Cambridge University Press 2008 and Cambridge University Press, 2009.",,,"Mitsilegas, V.; School of Law, Queen Mary, University of LondonUnited Kingdom",,"Cambridge University Press",,9780511495069; 9780521866699,,,"English","Towards a European Criminal Record",Book Chapter,"Final","",Scopus,2-s2.0-84909422433
"Mathiesen T.","57210198269;","The rise of the surveillant state in times of globalization",2007,"The Blackwell Companion to Criminology",,,,"437","451",,5,"10.1002/9780470998960.ch23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956510710&doi=10.1002%2f9780470998960.ch23&partnerID=40&md5=623abb682d87a1f3ef1e513925ae3e89","University of Oslo, Norway","Mathiesen, T., University of Oslo, Norway",[No abstract available],"Eurodac; Europol; Globalization; Sirene system; Surveillant state",,"Mathiesen, T.; University of OsloNorway",,"Wiley Blackwell",,9780470998960; 9780631220923,,,"English","The Blackwell Companion to Criminol.",Book Chapter,"Final","",Scopus,2-s2.0-84956510710
"Ross J.C.","15056753700;","Biometrics: Intersecting borders and bodies in liberal bionetwork states",2007,"Journal of Borderlands Studies","22","2",,"77","96",,7,"10.1080/08865655.2007.9695678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865976116&doi=10.1080%2f08865655.2007.9695678&partnerID=40&md5=12630b68c962dcf87e2a99d6edc2f053","Department of Political Science, Colorado State University, Fort Collins, CO, United States","Ross, J.C., Department of Political Science, Colorado State University, Fort Collins, CO, United States","This paper addresses the following two part question: How are liberal bionetwork states using technology to manage human flows and what are the broader political implications of these developments? Specifically, I examine the expanding scope and implications of biometric surveillance technologies in liberal states’ border securitization practices. Since 9/11, biometric identification systems have been fast‐tracked as a “silver‐bullet solution” to address perceived threats to border security in the United States and the European Union. I argue that the deployment of new information and biometric technologies in the United States and the European Union is both individuating and expanding state space into new geographies (i.e., state control is extensifying inside bodies and reaching outside sovereign territorial boundaries). This is due, in part, to the deployment and growing interoperability of new border securitization technologies, like US‐VISIT in the United States and the second generation of the Schengen Information System (SIS II) and Visa Information System (VIS) in the European Union. Biometric systems augment efforts to create a high‐concept, multi‐layered, interoperable system of “virtual borders” designed to deter or intercept determined terrorists, criminals, and unauthorized migrants. As the deployment of biometric technologies creep from the margins to the mainstream, privacy and surveillance concerns will become evermore salient. Equally important are the implications of this incremental “disembodied integration” of people with states on how liberal bionetwork societies make decisions about belonging and exclusion. As virtual borders extend into our bodies and around the globe, securitization measures that intersect bodies and states require a virtual theory to account for these new geographies of state space and the qualitative affects on individuals. © 2007, Taylor & Francis Group, LLC.",,,"Ross, J.C.; Department of Political Science, , Fort Collins, CO, United States",,,08865655,,,,"English","J. Borderl. Stud.",Article,"Final","",Scopus,2-s2.0-84865976116
"Broeders D.","17433346100;","The new digital borders of Europe: EU databases and the surveillance of irregular migrants",2007,"International Sociology","22","1",,"71","92",,175,"10.1177/0268580907070126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846263699&doi=10.1177%2f0268580907070126&partnerID=40&md5=38cc68b3a7a702fb8199abb03a5dc00a","Erasmus University of Rotterdam, Dutch Scientific Council for Government Policy, Netherlands; Erasmus University of Rotterdam, Department of Sociology, PO Box 1738, 3000 DR Rotterdam, Netherlands; Scientific Council for Government Policy, PO Box 20004, 2500 EA, The Hague, Netherlands","Broeders, D., Erasmus University of Rotterdam, Dutch Scientific Council for Government Policy, Netherlands, Erasmus University of Rotterdam, Department of Sociology, PO Box 1738, 3000 DR Rotterdam, Netherlands, Scientific Council for Government Policy, PO Box 20004, 2500 EA, The Hague, Netherlands","This article analyses the development of three EU migration databases and their significance for the internal control of irregular migrants. Because borders and immigration policy alone cannot stop irregular migration, many governments turn to internal migration control on settled irregular migrants. Surveillance of this group is aimed at their exclusion from key societal institutions, discouraging their stay and ultimately, the deportation of apprehended irregular migrants. These are policies in which identification of irregular migrants is crucial. In this age, registration and identification mean computerized and networked databases. The member states of the EU are currently developing a network of databases in the field of (irregular) immigration. The Schengen Information System (II), the Eurodac database and the Visa Information System are vast databases, often including biometric data, aimed at controlling migration flows and identifying and sorting legal and irregular migrants. These systems are able to 're-identify' parts of the population of irregular migrants on the basis of digital traces of their migration history. It is argued that the digital infrastructure that is now growing past its infancy is developing into a formidable tool for the surveillance of irregular migrants in Europe. ©International Sociological Association.","Databases; European Union; Irregular migration; Social sorting; Surveillance",,"Broeders, D.; Erasmus University of Rotterdam, Netherlands; email: broeders@fsw.eur.nl",,,02685809,,,,"English","Int. Sociol.",Article,"Final","",Scopus,2-s2.0-33846263699
"Bright M.","8535615400;","Unisys selects Microsoft for European border security",2006,"Jane's Defence Weekly",,"JULY",,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858942455&partnerID=40&md5=ac7b71be5a1d1a0a5186a8dce8f5b7c3",,"Bright, M.","Unisys Corp, US, has selected Microsoft Europe, Middle East and Africa, to provide technology solutions for the second generation of the pan-European Schengen Information System (SIS II) and Visa Information System (VIS), with the aim to reduce cross-border crime, identity fraud and visa shopping. The existing SIS and VIS facilitate the European Commission's (EC) existing common law enforcement and visa management system, which supports the 1985 Schengen Agreement. The 10 newest EU members including Switzerland have signed the agreement but will become full members once they have implemented the treaty. Microsoft will enable the EC to expand the amount and types of data that can be shared from the 15 current participants to a total of 27. SIS and VIS will also include a biometric matching system including 10 fingerprints from each person, a digital headshot and alphanumeric data.",,"Alphanumeric data; Biometric matching system; Digital headshot; Visa management system; Law enforcement; Pattern recognition; Pattern recognition systems; Security systems; Security of data","Bright, M., London, United Kingdom",,,02653818,,,,"English","Jane's Def. Weekly",Article,"Final","",Scopus,2-s2.0-84858942455
"Philippe H., Norell C.","57212797558;8593261700;","Multi biometric visas to undergo European tests",2005,"Card Technology Today","17","5",,"","",,,"10.1016/S0965-2590(05)70290-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20544442476&doi=10.1016%2fS0965-2590%2805%2970290-5&partnerID=40&md5=ac182dfa4964f6c4ae0bee750e166801","Sagem, Paris, France; Gemplus","Philippe, H., Sagem, Paris, France; Norell, C., Gemplus","Biodev is a major European technology trial designed to scrutinize the issuance and subsequent verification of chip-based multi-biometric visas. Expected to last for a year, the trial is potentially a precursor to the biometric visa information system (VIS). In addition, the pilot will help determine the impact of new control and work procedures that would be experienced by travellers, consular staff and border police when such a visa system is put into place.",,"Database systems; Face recognition; Interoperability; Microprocessor chips; Technology; Biodev visa; Biometric visa information systems; Electronic passport; Gemplus International (CO); Multi-biometric visas; Sagem (CO); Smart cards","Philippe, H.; Sagem, Paris, France; email: herve.philippe@sagem.com",,,09652590,,,,"English","Card Technol. Today",Note,"Final","",Scopus,2-s2.0-20544442476
"Saxer A.R.","6701879081;","Schengen-Assoziierimg der Schweiz",2005,"Kriminalistik","59","1",,"58","62",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13144273800&partnerID=40&md5=6c4240221518bbc4d1753206f52b4ae6","Stv. Chefin Sektion Politik, Institutionen Integrationsbüro, EDA/EVD, Bern, Switzerland","Saxer, A.R., Stv. Chefin Sektion Politik, Institutionen Integrationsbüro, EDA/EVD, Bern, Switzerland","Switzerland is de facto already part of the Schengen area. Border controls have loosened at the Swiss borders but Switzerland lacks the complementary measures foreseen by Schengen. The bilateral police agreements Switzerland concluded with the neighbouring states are a necessary complement to the Schengen cooperation but not a substitute. Schengen offers the Swiss authorities cooperation with police and justice authorities of soon 27 states, access to the Schengen Information system and participation at the visa cooperation.",,,"Stv. Chefin Sektion Politik, , Bern, Switzerland",,,00234699,,KRMNA,,"German","Kriminalistik",Review,"Final","",Scopus,2-s2.0-13144273800
[No author name available],[No author id available],"EU passport chips are set for a collision course",2005,"Biometric Technology Today","13","2",,"","",,,"10.1016/S0969-4765(05)70292-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18544370077&doi=10.1016%2fS0969-4765%2805%2970292-7&partnerID=40&md5=c78d2d9402b9fd2700f2f52f05e4aaaf",,"","The dilemma faced by the European Union (EU) over the introduction of biometric-based visas, which is followed by the presence of multiple contactless chips within a single travel document making it hard to read the correct chip, is discussed. The EU has started to sign off on plans which would have seen fingerprint and facial biometric identifiers loaded onto contactless chips which would have been embedded within the visa. The Luxemberg Council presidency has accepted two possible ways forward that were deemed feasible by the technical group. The new visa system does not currently apply to the UK and Ireland, which opted out of cooperation on visa rules.",,"Data processing; Database systems; Face recognition; Information science; Information technology; Online searching; Smart cards; Biometric technology; European Union (EU); Fingerprints; Visa information systems (VIS); Microprocessor chips",,,,09694765,,,,"English","Biom. Technol. Today",Review,"Final","",Scopus,2-s2.0-18544370077
"Carrera S.","26038967900;","What Does Free Movement Mean in Theory and Practice in an Enlarged EU?",2005,"European Law Journal","11","6",,"699","721",,58,"10.1111/j.1468-0386.2005.00283.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248036674&doi=10.1111%2fj.1468-0386.2005.00283.x&partnerID=40&md5=545a6fcd1b02d15dbadc4b7c5f8c0931",,"Carrera, S.","Abstract The purpose of this article is to review the main challenges to the principle of free movement of persons in theory and practice in an enlarged European Union. The right to move freely represents one of the fundamental freedoms of the internal market as well as an essential political element of the package of rights linked to the very status of EU citizenship. The scope ratione personae and the current state of the principle of free movement of persons is assessed by looking at the most recent case law of the Court of Justice and the recently adopted Directive on the rights of citizens of the Union and their family members to move and reside freely within the territory of the Member States. But what are the hidden and visible obstacles to free movement of persons in Europe? How can these barriers be overcome to make free movement and residence rights more inclusive? This article addresses these issues along with the following questions: Who are the beneficiaries of the free movement of persons in an enlarged Europe? What is the impact of the recent legal developments in the freedom of movement dimension, such as the European Court of Justice case law and the new Directive? And to what extent are pro-security policies such as the Schengen Information System II and an enhanced interoperability between European databases fully compatible with the freedom of movement paradigm?. © 2017 Wiley. All rights reserved.",,,,,,13515993,,,,"English","Euro. Law J.",Article,"Final","",Scopus,2-s2.0-34248036674
"Samatas M.","7801555652;","Greece in 'Schengenland': Blessing or anathema for citizens' and foreigners' rights?",2003,"Journal of Ethnic and Migration Studies","29","1",,"141","156",,14,"10.1080/1369183032000076768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037696273&doi=10.1080%2f1369183032000076768&partnerID=40&md5=ed73a2b0f1f691657d84eaac57c4c313","Department of Sociology, University of Crete, PO Box 91, Rethymnon Crete 74100, Greece","Samatas, M., Department of Sociology, University of Crete, PO Box 91, Rethymnon Crete 74100, Greece","This paper is a case-study of the actual impact of Schengen implementation by the Greek state security apparatus, and its implication for basic and new rights of Greek citizens and foreigners, vis-à-vis European integration. It is based upon an analysis of special data records, including surveillance of national and alien suspects, asylum and deportations, 'border repulsion of undesirable persons', etc. provided to the press by the Greek Schengen Bureau. Some comparisons are made with other Schengen counterparts. The analysis illustrates those particular geopolitical and sociopolitical control imperatives that actually affect the efficiency of the Schengen Agreement in Greece. Based also on other documented evidence, I conclude that Schengen's impact is a mixed blessing for Greek and European citizens as regards both their free movement, and also potential violations of their privacy and civil liberties. It is clearly an 'immigration anathema' to build a 'Fortress Europe', especially as regards Third World immigrants' and refugees' rights and life chances in the EU.","Asylum-seekers; Fortress Europe; Greece; Immigrants; Schengen information system","asylum seeker; human rights; immigrant population; immigration policy; Greece","Samatas, M.; Department of Sociology, PO Box 91, Rethymnon Crete 74100, Greece; email: samatas@social.soc.uoc.gr",,,1369183X,,,,"English","J. Ethn. Migr. Stud.",Article,"Final","",Scopus,2-s2.0-0037696273
"Brouwer E.R.","57224702012;","Eurodac: Its Limitations and Temptations",2002,"European Journal of Migration and Law","4","2",,"231","247",,21,"10.1023/A:1015908605561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036286811&doi=10.1023%2fA%3a1015908605561&partnerID=40&md5=55ad15a3cf0768a84e8db0779fe8d73c",,"Brouwer, E.R.",[No abstract available],,,,,"Kluwer Law International",1388364X,,,,"English","Eur. J. Migr. Law",Review,"Final","",Scopus,2-s2.0-0036286811
"Toussaint M.","7006246170;","Eurodac: A European computerized system for the comparison of the fingerprints of applicants for asylum [Eurodac: Un systeme informatise Europeen de comparaison des empreintes digitales des demandeurs d'asile]",1999,"Revue du Marche Commun et de l'Union Europeenne",,"429",,"421","425",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033301245&partnerID=40&md5=b1ae9bb4ffd7b84e2c0ffae17cd05477",,"Toussaint, M.","As its meeting on 3 and 4 December 1998, the Justice and Home Affairs Council decided to agree with the establishment of a system, known as 'Eurodac'; a European computerized central database for the comparison of the fingerprints of applicants for asylum. The purpose of Eurodac is to assist in determining the Member State which is responsible pursuant to the Dublin Convention of 15 June 1990 for examining an application for asylum lodged in one Member State. The main practical and legal aspects of the establishment of Eurodac will be discussed in this article.",,"asylum seeker; database; European Union; immigration policy; Europe",,,,00352616,,,,"French","Rev. Marche Commun Union Eur.",Article,"Final","",Scopus,2-s2.0-0033301245
"Van Der Ploeg I.","9134042200;","The illegal body: 'Eurodac' and the politics of biometric identification",1999,"Ethics and Information Technology","1","4",,"295","302",,116,"10.1023/A:1010064613240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842293963&doi=10.1023%2fA%3a1010064613240&partnerID=40&md5=6b284b788ea31746e537f940cdc76861","Centre for the Philosophy of Information and Communication Technology, Department of Philosophy, Erasmus University of Rotterdam, Netherlands","Van Der Ploeg, I., Centre for the Philosophy of Information and Communication Technology, Department of Philosophy, Erasmus University of Rotterdam, Netherlands","Biometrics is often described as 'the next big thing in information technology'. Rather than IT rendering the body irrelevant to identity -a mistaken idea to begin with -the coupling of biometrics with IT unequivocally puts the body center stage. The questions to be raised about biometrics is how bodies will become related to identity, and what the normative and political ramifications of this coupling will be. Unlike the body rendered knowable in the biomedical sciences, biometrics generates a readable body: it transforms the body's surfaces and characteristics into digital codes and ciphers to be 'read' by a machine. ""Your iris is read, in the same way that your voice can be printed, and your fingerprint can be read"", by computers that, in turn, have become ""touch-sensitive"", and endowed with seeing and hearing capacities. Thus transformed into readable ""text"", the meaning and significance of the biometric body will be contingent upon ""context"", and the relations established with other ""texts"". These metaphors open up ways to investigate the different meanings that will become attached to the biometric body and the ways in which it will be tied to identity. This paper reports on an analysis of plans and practices surrounding the 'Eurodac' project, a European Union initiative to use biometrics (specif. fingerprinting) in controlling illegal immigration and border crossings by asylum seekers. © 2000 Kluwer Academic Publishers. Printed in the Netherlands.",,"Audition; Crime; Asylum seeker; Biomedical science; Biometric identifications; Border crossings; Digital codes; European union; Biometrics","Van Der Ploeg, I.; Centre for the Philosophy of Information and Communication Technology, Netherlands; email: Y.H.vanderPloeg@fwb.eurnl",,"Kluwer Academic Publishers",13881957,,,,"English","Ethics Inf. Technol.",Article,"Final","",Scopus,2-s2.0-0842293963
"Hurwitz A.","8768904500;","The 1990 Dublin Convention: A Comprehensive Assessment",1999,"International Journal of Refugee Law","11","4",,"646","676",,32,"10.1093/ijrl/11.4.646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344378521&doi=10.1093%2fijrl%2f11.4.646&partnerID=40&md5=12bb750cf85bd69a8e3134c38c61833d","BA, Brussels, Belgium; LL M (Cantab.), Belgium","Hurwitz, A., BA, Brussels, Belgium, LL M (Cantab.), Belgium, ","The 1990 Dublin Convention which entered into force on 1 September 1997, establishes a system determining the State responsible for examining the applications for asylum lodged in one of the Member States of the European Communities. This article will present a critical assessment of the operation of the Convention in light of State practice and case-law in Belgium, France, Germany, the Netherlands and the United Kingdom and provide some suggestions towards its improvement. The underpinning of the 'Dublin system' is the principle of authorisation, under which the State which has 'authorised' the entry of an asylum seeker on the territory of the Member State is responsible for examining his or her application. The Convention sets out objective criteria to determine the responsible State in accordance with that principle. Complex procedural rules have also been adopted to implement the Convention, including the draft EURODAC instrument which organises a centralised database of asylum seekers' fingerprints. Yet, various problems have appeared in the operation of the Convention. The scope of the Convention does not include applications for humanitarian protection, the conditions for family reunification are too strictly defined, and most importantly the difficulty of providing strong evidence of illegal entry into one of the Member States renders the Convention useless in many cases. The application of the 'opt-out' clause, which creates a derogation to the criteria determining responsibility, is therefore quite common in humanitarian and family cases, but is also used by the authorities of the Member States to ensure the swift expulsion of asylum seekers. The very basis of the system, the principle of authorisation, should also be re-examined by the Commission which will present a proposal of Community instrument based on the Dublin instrument in the near future.",,,"Hurwitz, A.; BA, Brussels, Belgium",,"Oxford University Press",09538186,,,,"English","Int. J. Refugee Law",Article,"Final","",Scopus,2-s2.0-0344378521
"Chocquet C.","8077234800;","The Sehengen information system : A twofold challenge [Le système d'information schengen: Un double défi (I)]",1998,"Revue du Marche Commun et de l'Union Europeenne",,"418",,"294","297",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039117342&partnerID=40&md5=86b5b77970f8722b3b67ec86d9a03322",,"Chocquet, C.","Policing and legal co-operation In the Schengen area is based around the Schengen Information System, which comprises an operational police database, used and updated by the Member, States covered by the agreement This is a tool for inter-state cooperation like no other in existence, whose design and implementation required several years. Since it came into service in March 1995, the system has proved to be highly reliable technically, and on a daily basis it makes it possible to carry out arrests pending extradition, or to discover stolen vehicles throughout the Schengen area. The operation of such a system can only be conceivable within a framework for the respect of individual freedom. It is for this reason that the agreement lays down strict criteria regarding personal data protection, as well as an inspection procedure operated at two different levels by the national inspection authorities (the CNIL for France) and a common independent inspection authority, set up by the Schengen Member States.",,,,,,00352616,,,,"French","Rev. Marche Commun Union Eur.",Article,"Final","",Scopus,2-s2.0-0039117342
"Mahmood S.","36507378800;","The schengen information system: An inequitable data protection regime",1995,"International Journal of Refugee Law","7","2",,"179","200",,4,"10.1093/ijrl/7.2.179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957174942&doi=10.1093%2fijrl%2f7.2.179&partnerID=40&md5=1f16efdfa32de391faac3c9956de09c7","Barrister; Visiting Lecturer in Law, London Guildhall University, United Kingdom","Mahmood, S., Barrister; Visiting Lecturer in Law, London Guildhall University, United Kingdom",[No abstract available],,,"Mahmood, S.; Barrister; Visiting Lecturer in Law, United Kingdom",,,09538186,,,,"English","Int. J. Refugee Law",Article,"Final","",Scopus,2-s2.0-77957174942
"Tupman W.A.","56969733100;","Cross-National Criminal Databases: The ongoing search for safeguards",1995,"Information & Communications Technology Law","4","3",,"261","275",,5,"10.1080/13600834.1995.9965725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347829791&doi=10.1080%2f13600834.1995.9965725&partnerID=40&md5=f9b5cbd8adb0c7284c522422942d1e0a","Centre for Police, Criminal Justice Streatham Court, University of Exeter, Exeter, United Kingdom","Tupman, W.A., Centre for Police, Criminal Justice Streatham Court, University of Exeter, Exeter, United Kingdom","With the abolition of most internal border controls within the EC cross-border police information networks are increasingly important in fighting cross-border crime. But the existence of databases ranging from the relatively unsophisticated Schengen Information System and the proposed European Information System to the UCLAF system to combat fraud raises many legal and criminological issues. There is a danger that the database and profiling approach exaggerates the scale of organised crime to excuse unwarranted interference with civil liberties, and it is not easy to keep large databases secure from hackers. There is no proper mechanism for complaining about abuses, and there may be inadequate protection for political dissidents. On the other hand pooling of information enables the authorities to allocate scarce resources to the most harmful crimes and can help to minimise unwarranted invasions of privacy. National SIRENE bureaux provide judicial and administrative checks by filtering individual requests for information from databases, and safeguards have been built into the procedures for accessing the IRENE-3 database. But there remain causes for concern. © 1995, Taylor & Francis Group, LLC. All rights reserved.",,,"Tupman, W.A.; Centre for Police, , Exeter, United Kingdom",,,13600834,,,,"English","Inf. Commun. Technol. Law",Article,"Final","",Scopus,2-s2.0-0347829791
