Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"VAVOULA N.","56724218500;","Interoperability of EU Information Systems: The Deathblow to the Rights to Privacy and Personal Data Protection of Third-Country Nationals?",2020,"European Public Law","26","1",,"131","156",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099586395&partnerID=40&md5=fa9e3330204160b2fbd0ece1ff2ebf70","School of Law, Queen Mary, University of London, United Kingdom","VAVOULA, N., School of Law, Queen Mary, University of London, United Kingdom","This article examines key privacy and data protection concerns raised by the Regulations that establish a framework for interoperability between EU-wide centralized information systems processing personal data of third-country nationals (Schengen Information System II, Visa Information System, Eurodac, Entry/Exit System, European Travel Information and Authorization System, European Criminal Records Information System for third-country nationals). After a concise outline of the complex landscape within which these databases have been set up, emphasis is placed on the novelties and challenges that interoperability brings forward. In that regard, the articles evaluates the setting up of new databases, particularly the Biometric Matching Service and the Common Identity Repository – viewed through the Panopticon lens – the maximization of uses for which personal data may be destined, the revised rules on consultation of databases for law enforcement purposes, the challenge of ensuring data quality and the exercise of individual rights. If the EU uses its law enforcement and border control tools to the full, exploits the potential of inter-operability between information sources to identify any security concerns from a common pool of information, and uses the stage of entry into the EU as a key point for security checks to take place, the result will negate the ability of terrorist networks to exploit gaps. This is at the heart of the Security Union.1 © 2020 Kluwer Law International BV, The Netherlands","Data Protection; Databases; ECRIS-TCN; EES; ETIAS; Eurodac; Interoperability; Privacy; SIS II; VIS",,"VAVOULA, N.; School of Law, United Kingdom",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099586395
"QUINTEL T.","57194255689;","Interoperable Data Exchanges Within Different Data Protection Regimes: The Case of Europol and the European Border and Coast Guard Agency",2020,"European Public Law","26","1",,"205","226",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099581258&partnerID=40&md5=21f133135f617caa6066bf4241951f84","University of Luxembourg, Uppsala University, Sweden","QUINTEL, T., University of Luxembourg, Uppsala University, Sweden","In recent years, the discourse surrounding migration, asylum and related security concerns have, in most EU Member States, become deeply contentious. Following the 2015 migration crisis, the shortcomings of the EU asylum system became strikingly evident. The subsequent terrorist attacks inaugurated the beginning of a series of revisions to databases used for border control, the registration of asylum seekers and visa applicants, or for alerts regarding criminals. As a final step, the Commission issued two proposals to render all EU databases interoperable in order to provide authorities with better information to tackle identity fraud, prevent irregular migration and mitigate security risks. In May 2019, the Interoperability Regulations were adopted by the co-legislators. Europol and Frontex, two EU Agencies that have been actively engaged in a wide range of operational activities at the external Schengen borders, will be authorized to consult and may subsequently request full access to the interoperable system. This contribution will address some of the concerns that emerge with the connection of originally disconnected databases and seeks to analyse the discrepancies that may arise in the context of interoperability where systematic data exchanges take place between actors that apply different data protection regimes. © 2020 Kluwer Law International BV, The Netherlands","AFSJ; Border Control; Data Protection; Data Quality; EBCGA; EU Databases; Europol; Eurosur; Interoperability; Supervision",,"QUINTEL, T.; University of Luxembourg, Sweden",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099581258
"GALLI F.","57189092073;","Interoperable Databases: New Cooperation Dynamics in the EU AFSJ?",2020,"European Public Law","26","1",,"109","129",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099545095&partnerID=40&md5=9b8cb3688bf02b62e665afc888d981af","Research Associate, European University Institute, Florence, Italy","GALLI, F., Research Associate, European University Institute, Florence, Italy","At present EU institutions and agencies as well as national legislators have ambitious agendas on law enforcement authorities’ access to interoperable information systems, which have become a defining feature of the Area of Freedom, Security and Justice (AFSJ). They are the most advanced form of information exchange, conferring direct information access to competent authorities. Interoperable information systems are intended for the exchange of raw material for investigation purposes, which at a later stage could become evidence at trial. Interoperable information systems challenge existing cooperation dynamics and redefine the role of the actors involved. It is questionable whether mutual recognition and approximation, which have been considered the cornerstone of judicial cooperation in both civil and criminal matters for many years, can describe alone integration dynamics in law enforcement cooperation, particularly with reference to information sharing. This article appraises whether, and to what extent, law enforcement access to and use of interoperable information systems constitute new modes of law enforcement cooperation in the EU AFSJ. It then assesses what would be the implications of such a paradigm shift on information management. After a short overview of the main features of interoperability, it addresses whether and how the establishment and functioning of interoperable information systems actually or potentially redefines the existing distribution of tasks between th EU and Member States and among competent authorities of different kinds. © 2020 Kluwer Law International BV, The Netherlands","approximation; Area of Freedom Security and Justice; European Union; information management; interoperability; law enforcement; mutual recognition; platform integration; principle of availability",,"GALLI, F.; Research Associate, Italy; email: francesca.galli@eui.eu.",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099545095
"Coman-Kund F.","55539481600;","Europol’s International Exchanges of Data and Interoperability of AFSJ Databases",2020,"European Public Law","26","1",,"181","203",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099531525&partnerID=40&md5=0dd5f412fd4359c5336dcb099cff4efc","Erasmus School of Law, Erasmus University Rotterdam, Netherlands","Coman-Kund, F., Erasmus School of Law, Erasmus University Rotterdam, Netherlands","Data sharing and interoperability aspects of Europol’s information systems outside the EU are particularly problematic because of the difficulty of ensuring that adequate legal safeguards are complied with in partner third countries and international organizations. At the same time, the way in which the ongoing interoperability initiatives regarding the Area of Freedom, Security and Justice (AFSJ) databases may influence Europol’s international cooperation raises arguably a set of new legal and practical questions that require urgent consideration. This article examines these issues by connecting the Europol-specific legal framework and international practice to the recently adopted AFSJ interoperability regulations as well as to the EU broader data protection framework. It looks more specifically at the balance between data protection/fundamental rights and operational effectiveness throughout Europol’s legal framework and practice of international cooperation and examines the implications of interoperability of AFSJ databases on this. On the one hand, interoperability of AFSJ databases is likely to boost Europol as an information hub through extended personal data collection and data processing possibilities, thereby making the Agency more attractive to international partners. On the other hand, the possibility to transfer such data outside the EU requires strong and effective safeguards from a data protection perspective. The article tentatively concludes that Europol’s current legal and practical framework for international cooperation seems to tilt the balance on the side of operational effectiveness to the detriment of data protection and fundamental rights, and that the new possibilities offered by the interoperability of AFSJ databases will further enhance this trend. © 2020 Kluwer Law International BV, The Netherlands","AFSJ databases; data protection; effective police cooperation; Europol; fundamental rights; international cooperation; interoperability",,"Coman-Kund, F.; Erasmus School of Law, Netherlands; email: comankund@law.eur.nl",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099531525
"Rahman M.R., Khare V.P.","57225857468;56480252000;","Research practice and productivity on electronic resources in India: Scientometrics study based on Scopus database",2020,"Library Philosophy and Practice","2020",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098200119&partnerID=40&md5=c15351b2d7c21162ded5d825d56a131f","Department of Library & Information Science, Shri JJT University Chudella, Jhunjhunu, India","Rahman, M.R., Department of Library & Information Science, Shri JJT University Chudella, Jhunjhunu, India; Khare, V.P., Department of Library & Information Science, Shri JJT University Chudella, Jhunjhunu, India","This paper aims to examine research practice and performance on the electronics resources in India during the year 2011 to 2020 on different parameters namely yearly research growth, relative growth rate and doubling time, forms of research, most prolific authors and Institutions, Collaborative country, degree of collaboration, and funding agency etc. The data of the current research paper about electronic resources indexed in the Scopus database have been retrieved. The records with topic search (includes Title, Abstract, Keywords and Keywords Plus) “Electronic resources” were extracted. MS Excel and VOS viewer have analyzed these data. The search result shows that a total of 1482 papers have indexed in the Scopus database during 2011-2020. The study reveals that numerous research papers have been published on electronic resources in India. 2019 is the leading (288 papers) producer of research papers,” Library Philosophy and Practice” is the leading (64 papers) source of publications, Bhat, N.A, Jha, M.K and Thanuskodi, S are the prolific authors, the United States is the highest (78 Papers) collaborated country and degree of collaboration (DC) = 0.92, “Department of Science and Technology, Government of Kerala” is the highest (13 papers) funding agency for the topic electronic resources research in India. © 2020, Library Philosophy and Practice. All Rights Reserved.","Electronic Resources; Research productivity; Scientific Research; Scientometrics; Scopus",,"Rahman, M.R.; Department of Library & Information Science, India; email: rafiqurrahman982@gmail.com",,"University of Idaho Library",15220222,,,,"English","Libr. Philos. Pract.",Article,"Final","",Scopus,2-s2.0-85098200119
"Vavoula N.","56724218500;","Consultation of EU Immigration Databases for Law Enforcement Purposes: A Privacy and Data Protection Assessment",2020,"European Journal of Migration and Law","22","2",,"139","177",,1,"10.1163/15718166-12340072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091499123&doi=10.1163%2f15718166-12340072&partnerID=40&md5=bd28b8743bfd07dfa19d38bfb73a2fac","Queen Mary University of London, London, United Kingdom","Vavoula, N., Queen Mary University of London, London, United Kingdom","Since the past three decades, an elaborate framework of EU-wide information systems processing the personal data of third-country nationals has emerged. The vast majority of these systems (VIS, Eurodac, EES, ETIAS) are conceptualised as multi-purpose tools, whereby their consultation for crime-related objectives is listed among their ancillary objectives. As a result, immigration records may be accessed by national law enforcement authorities and Europol for the purposes of fighting terrorism and other serious crimes under specified and limited conditions. Drawing from the relevant jurisprudence of the European Court, this article evaluates whether the EU rules on law enforcement access to EU immigration databases comply with the rights to respect for private life and protection of personal data, as enshrined in Article 7 and 8 of the EU Charter respectively. In addition, challenges posed by the forthcoming interoperability between databases are also examined. © 2020 Copyright 2020 by Koninklijke Brill NV, Leiden, The Netherlands.","databases; EES; ETIAS; Eurodac; interoperability; law enforcement; privacy; VIS",,"Vavoula, N.; Queen Mary University of LondonUnited Kingdom; email: n.vavoula@qmul.ac.uk",,"Brill Nijhoff",1388364X,,,,"English","Eur. J. Migr. Law",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85091499123
"Majcher I.","57211937891;","The Schengen-wide entry ban: how are non-citizens’ personal data protected?",2020,"Journal of Ethnic and Migration Studies",,,,"","",,3,"10.1080/1369183X.2020.1796279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089981686&doi=10.1080%2f1369183X.2020.1796279&partnerID=40&md5=62e0e25fcb87b869b9472c4c132e5037","European Council on Refugees and Exiles (ECRE), Brussels, Belgium","Majcher, I., European Council on Refugees and Exiles (ECRE), Brussels, Belgium","The article addresses the Schengen-wide entry ban, which is one of the key measures laid down in the EU Returns Directive (2008/115/EC). The entry ban entails that a non-citizen expelled from one member state is barred from returning to the whole Schengen area for up to five years, or longer in case of a threat to public policy or national security. The pan-European validity of the entry ban is ensured by an alert entered in the Schengen Information System (SIS). The alert is a set of personal data registered in the SIS which states may process to identify the person with a view of the refusal of entry. Processing personal data of non-citizens may pose a challenge to the protection of their data. The article assesses data protection rules laid down in the SIS Regulation (Regulation 1987/2006) and the Regulation which will replace it (Regulation 2018/1861). As it argues, SIS-specific data protection safeguards are frequently narrower than rules under data protection law, including the General Data Protection Regulation and Council of Europe Convention 108, and fall short of requirements flowing from the right to privacy under the European Convention of Human Rights and EU Charter of Fundamental Rights. © 2020 Informa UK Limited, trading as Taylor & Francis Group.","Data protection; entry ban; Returns Directive; right to privacy; Schengen Information System (SIS)",,"Majcher, I.; European Council on Refugees and Exiles (ECRE)Belgium; email: izabella.majcher@graduateinstitute.ch",,"Routledge",1369183X,,,,"English","J. Ethn. Migr. Stud.",Article,"Article in Press","",Scopus,2-s2.0-85089981686
"Soysüren I., Nedelcu M.","57216426901;56589746500;","European instruments for the deportation of foreigners and their uses by France and Switzerland: the application of the Dublin III Regulation and Eurodac",2020,"Journal of Ethnic and Migration Studies",,,,"","",,1,"10.1080/1369183X.2020.1796278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089964704&doi=10.1080%2f1369183X.2020.1796278&partnerID=40&md5=8ff7b83124c229dcc37d229f05d47570","Institute of Sociology, University of Neuchâtel, Neuchâtel, Switzerland","Soysüren, I., Institute of Sociology, University of Neuchâtel, Neuchâtel, Switzerland; Nedelcu, M., Institute of Sociology, University of Neuchâtel, Neuchâtel, Switzerland","The European Union put in place instruments for the deportation of foreigners that gained much importance. This article describes the multiplicity and diversity of these instruments. To analyse them more clearly, it distinguishes three types: legal, organisational and technological. The article equally points to the increasing relevance of technological tools, especially the use of biometrics. It also looks at how a founding member of the EU, France, and an associated country, Switzerland, utilise these European instruments to deport foreigners by focusing on the Dublin III Regulation as well as the Eurodac database, jointly referred to as the Dublin System. Grounding on a comparative study combining documentary analysis and semi-structured interviews and participant observation, this article describes the similarities and differences in the use of the Dublin System in these two countries. Moreover, it also reveals these countries’ specificities with regard to the roles played by local and national administrative bodies, and associative actors. The paper ends by concluding that to fully understand the deportation process in the European context as well as in certain countries, a multifaceted approach is required to make sense of the various interactions taking place between local, national and supranational frameworks, actors and practices. © 2020 Informa UK Limited, trading as Taylor & Francis Group.","biometrics; Deportation; Dublin Regulation; Eurodac; European Union; France; Switzerland",,"Soysüren, I.; Institute of Sociology, Switzerland; email: ibrahim.soysuren@unine.ch",,"Routledge",1369183X,,,,"English","J. Ethn. Migr. Stud.",Article,"Article in Press","",Scopus,2-s2.0-85089964704
"Peers S.","7003830836;","Legislative Update: EC Immigration and Asylum Law, 2008: Visa Information System",2020,"European Journal of Migration and Law","11","1",,"69","94",,1,"10.1163/157181609X410593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055404573&doi=10.1163%2f157181609X410593&partnerID=40&md5=6d5af212a97212456380d626c3dbfed1","University of Essex, United Kingdom","Peers, S., University of Essex, United Kingdom",[No abstract available],,,"Peers, S.; University of EssexUnited Kingdom",,"Brill Nijhoff",1388364X,,,,"English","Eur. J. Migr. Law",Review,"Final","",Scopus,2-s2.0-85055404573
"Gäckle N.","57212026816;","Taming future mobilities: biopolitics and data behaviourism in the European Travel Information and Authorisation System (ETIAS)",2020,"Mobilities","15","2",,"257","272",,,"10.1080/17450101.2019.1693725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075726713&doi=10.1080%2f17450101.2019.1693725&partnerID=40&md5=98de63d9f1e4af9fdba71c56e851ed29","Department of Political Science, University of Tuebingen, Tuebingen, Germany","Gäckle, N., Department of Political Science, University of Tuebingen, Tuebingen, Germany","In this paper, I critically engage with the European Travel Authorisation and Information System (ETIAS), looking at the rationalities underlying its introduction, its system architecture and its proposed functionalities. Tracing the biopolitical problematisation of the border that led to ETIAS, I argue that the system embodies a shift towards data behaviourism in the regime of truth underlying the biopolitical regulation of the EU border. Data behaviourism establishes a new way of seeing conduct, adding a potential future layer to it. Taming future mobilities through data-mining and future-oriented algorithmic processing, ETIAS imagines mobile subjects in terms of their motility and thereby produces dividuals and blurs the spatio-temporal boundedness of the EU border. ETIAS thereby complicates resistance by avoiding fixed identities and instead rarefies subjects through seeing them as being constantly emergent through new correlations. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","biopolitics; border security; Circulation; data behaviourism; dividuals; technology","authoritarianism; correlation; European Union; international relations; political border; regional security; travel behavior; Europe","Gäckle, N.; Department of Political Science, Germany; email: nicgaeckle@outlook.de",,"Routledge",17450101,,,,"English","Mobilities",Article,"Final","",Scopus,2-s2.0-85075726713
"Dahler N.","57216981342;","Biometrics as imperialism: age assessments of young asylum seekers in Denmark",2020,"Race and Class","62","1",,"24","45",,2,"10.1177/0306396820925648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085624522&doi=10.1177%2f0306396820925648&partnerID=40&md5=820be222e392e00c40e43770f1af6886",,"Dahler, N.","This article explores medical assessments of the age of unaccompanied minors seeking asylum in Denmark, to show how, through the medical and bureaucratic aspects of the process, it serves as an imperialist technology of control, as those judged under 18 have greater protection in the asylum system. Since the biggest group of people who are age-estimated in Denmark are Afghans, the author looks at the relationship between Denmark and Afghanistan and draws on interviews with people who underwent the process. By connecting medical documents with biometric measurement in colonial contexts and the current expansion of biometric surveillance, the author argues that the collection of intrusive physical data from Afghan minors is to be understood as a colonial mapping of the body. The Danish Immigration Service’s age decision-making process articulates a form of administrative rule that works to depoliticise questions of dispossession and death, and is a form of colonial violence enabled by humanitarian discourse and law. © 2020 Institute of Race Relations.","Afghanistan; biometric surveillance; Danish Immigration Service; Denmark; Eurodac; imperialist technology; medical age assessments; unaccompanied minors; ‘war on terror’","Afghan; Afghanistan; article; asylum seeker; biometry; decision making; Denmark; human; immigration; interview; medical assessment; violence","Dahler, N.",,"SAGE Publications Ltd",03063968,,,,"English","Race Cl.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85085624522
"Brouwer E.","10539285300;","Schengen and the Administration of Exclusion: Legal Remedies Caught in Between Entry Bans, Risk Assessment and Artificial Intelligence",2021,"European Journal of Migration and Law","23","4",,"485","507",,,"10.1163/15718166-12340115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122804005&doi=10.1163%2f15718166-12340115&partnerID=40&md5=b1d7fd4bccf91908f5ebb8b81dc12346","Institute of Jurisprudence, Constitutional Law and Administrative Law - Montaigne Centre for Rule of Law and Administration of Justice, Utrecht University, Utrecht, Netherlands","Brouwer, E., Institute of Jurisprudence, Constitutional Law and Administrative Law - Montaigne Centre for Rule of Law and Administration of Justice, Utrecht University, Utrecht, Netherlands","To create an area in which persons can move freely, the Schengen states committed to control their external borders to prevent irregular immigration and the entry of third-country nationals (TCNs) who are considered to be 'a public order and security risk'. The exclusion of 'unwanted aliens' can be based on the mutual enforcement of national decisions, such as entry bans reported in the Schengen Information System, or objections against the issuing of a Schengen visa, based on the consultation procedure in the Visa Code. This contribution focuses on the right of TCNs to have access to effective remedies, both with regard to existing and newer mechanisms of exclusion. It argues that when dealing with the use of large-scale databases and risk assessment as basis for excluding admission, existing rules and case-law by the CJEU should be taken into account to ensure access to effective judicial protection for TCNs. © Evelien Brouwer, 2021","Algorithms; Artificial intelligence; ECRIS-TCN; Effective remedy; Entry bans; ETIAS; Mutual trust; Risk assessment; SIS II; Visa code",,"Brouwer, E.; Institute of Jurisprudence, Netherlands; email: e.r.brouwer@uu.nl",,"Brill Nijhoff",1388364X,,,,"English","Eur. J. Migr. Law",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85122804005
"Vavoula N.","56724218500;","Artificial Intelligence (AI) at Schengen Borders: Automated Processing, Algorithmic Profiling and Facial Recognition in the Era of Techno-Solutionism",2021,"European Journal of Migration and Law","23","4",,"457","484",,,"10.1163/15718166-12340114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122797081&doi=10.1163%2f15718166-12340114&partnerID=40&md5=f54ba74e409aedbd99d35303bda8bcdd","Department of Law, Queen Mary University of London, London, United Kingdom","Vavoula, N., Department of Law, Queen Mary University of London, London, United Kingdom","Since the past three decades, an elaborate legal framework on the operation of EU-Schengen information systems has been developed, whereby in the near future a series of personal data concerning almost all third-country nationals (TCNs) with an administrative or criminal law link with the EU/Schengen area will be monitored through at least one information system. This article provides a legal analysis on the embedment of Artificial Intelligence (AI) tools at the EU level in information systems for TCNs and critically examines the fundamental rights concerns that ensue from the use AI to manage and control migration. It discusses automated risk assessment and algorithmic profiling used to examine applications for travel authorisations and Schengen visas, the shift towards the processing of facial images of TCNs and the creation of future-proof information systems that anticipate the use of facial recognition technology. The contribution understands information systems as enabling the datafication of mobility and as security tools in an era whereby a foreigner is risky by default. It is argued that a violation of the right to respect for private life is merely the gateway for a series of other fundamental rights which are impacted, such as nondiscrimination and right to effective remedies. © Koninklijke Brill NV, Leiden, 2021","Borders; Data protection; Discrimination; Fundamental rights; Information systems; Migration management",,"Vavoula, N.; Department of Law, United Kingdom; email: n.vavoula@qmul.ac.uk",,"Brill Nijhoff",1388364X,,,,"English","Eur. J. Migr. Law",Article,"Final","",Scopus,2-s2.0-85122797081
"Amelung N.","57163895400;","“Crimmigration Control” across Borders: The Convergence of Migration and Crime Control through Transnational Biometric Databases",2021,"Historical Social Research","46","3",,"151","177",,,"10.12759/hsr.46.2021.3.151-177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119172474&doi=10.12759%2fhsr.46.2021.3.151-177&partnerID=40&md5=3b87514dc42920d126e8abe9132770da","University of Lisbon, Institute of Social Sciences, Av. Prof. Aníbal Bettencourt 9, Lisboa, 1600-189, Portugal","Amelung, N., University of Lisbon, Institute of Social Sciences, Av. Prof. Aníbal Bettencourt 9, Lisboa, 1600-189, Portugal","»‘Krimmigration’ über Grenzen: Die Verwobenheit von Migrations-und Kriminalitätskontrolle durch transnationale biometrische Datenbanken«. New cross-border regimes of biometrics and databasing in the EU are con-tributing to a conflation of the treatment of irregularity, asylum seeking, and criminality. States provide migrants’ biometric data to transnational databases that are increasingly interoperable in the area of migration and crime control, to be accessible for state-based law enforcement actors. This article uses the case of Eurodac – a biometric database initially developed for migration control purposes – to explore the ongoing expansion of law enforcement access to the collected information for the purpose of crime control. The article studies how borders are selectively made permeable for biometric data flows in the light of “crimmigration” discourses. It combines insights from critical migration, border, and security studies that address the increasing overlapping of migration and crime control in policy discourse, law, and surveillance technologies. The study addresses the reconfiguration of crimmi-gration – and the normalisation and diversification of the figure of the “crim-migrant other” – through the expansion of cross-border flows of biometric data by law enforcement. © 2021, GESIS - Leibniz Institute for the Social Sciences. All rights reserved.","Bioborders; Biometric data; Borders; Crime Control; Crimmigrant other; Crimmigration; Data subjects; Eurodac; Fingerprint data; Migration Management",,"Amelung, N.; University of Lisbon, Av. Prof. Aníbal Bettencourt 9, Portugal; email: nina.amelung@ics.uslisboa.pt",,"GESIS - Leibniz Institute for the Social Sciences",01726404,,,,"English","Hist. Soc. Res.",Article,"Final","",Scopus,2-s2.0-85119172474
"Michéa F., Rousvoal L.","24492126700;57226389248;","The Criminal Procedure Out of Itself: A Case Study of the Relationship Between EU Law and Criminal Procedure Using the ETIAS System",2021,"European Papers- A Journal on Law and Integration","6","1",,"473","491",,,"10.15166/2499-8249/478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111403325&doi=10.15166%2f2499-8249%2f478&partnerID=40&md5=57f139fce16414ee830f0009b48aaa87","Lecturer in European Law, University of Rennes; Lecturer in Criminal Law, University of Rennes","Michéa, F., Lecturer in European Law, University of Rennes; Rousvoal, L., Lecturer in Criminal Law, University of Rennes","In order to manage migratory flows, the large-scale information system ETIAS (European Travel Information and Authorisation System) aims to establish whether third- country nationals whose country takes part in visa-waiving agreements could be authorized to travel to the EU. This Article intends to shine a light from a legal perspective on the ambivalence of the means and ends of the ETIAS database. ETIAS is not solely an instrument of migratory flow management. It is also, more discretely, a criminal justice instrument. In addition to the administrative function of ETIAS, there is a law-enforcement capability: once data pertaining to candidates seeking travel authorization is collected, it becomes available to ends which are estranged from the administrative function of ETIAS. This Article intends to highlight the opaque nature of ETIAS resulting from its cumulating complexities at the crossroads of law and information technology, EU and member states competences, administrative and criminal laws. ETIAS is indicative of a more global model that it is helping to deploy, suggesting the prospect of a data set pertaining to migrants and available for criminal purposes. In conclusion, this Article raises the following questions: is ETIAS compatible with fundamental liberties? And in this respect should its hidden criminal dimension raise concerns? © 2021. All Rights Reserved.","databases - large-scale information systems - area of freedom; security and justice -criminal repression - migration management - fundamental rights",,"Michéa, F.; Lecturer in European Law, ",,"European Paper",24998249,,,,"English","European Pap. j. Law Integr",Article,"Final","",Scopus,2-s2.0-85111403325
"Glouftsios G., Scheel S.","57197773539;55762175200;","An inquiry into the digitisation of border and migration management: performativity, contestation and heterogeneous engineering",2021,"Third World Quarterly","42","1",,"123","140",,6,"10.1080/01436597.2020.1807929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090008793&doi=10.1080%2f01436597.2020.1807929&partnerID=40&md5=9a18f6606a9ffd650b7b3919334dd0a1","School of International Studies, University of Trento, Trento, Italy; Institute of Sociology (IfS), Faculty of Social Sciences, University Duisburg-Essen, Duisburg, Germany","Glouftsios, G., School of International Studies, University of Trento, Trento, Italy; Scheel, S., Institute of Sociology (IfS), Faculty of Social Sciences, University Duisburg-Essen, Duisburg, Germany","This article is concerned with the digitisation of border security and migration management. Illustrated through an encounter between a migrant and the Visa Information System (VIS)–one of the largest migration-related biometric databases worldwide–the article’s first part outlines three implications of digitisation. We argue that the VIS assembles a set of previously unconnected state authorities into a group of end users who enact border security and migration management through the gathering, processing and sharing of data; facilitates the practice of traceability, understood as a rationality of mobility control; and has restrictive effects on migrants’ capacity to manoeuvre and resist control. Given these implications, the article’s second part introduces three analytical sensitivities that help to avoid some analytical traps when studying digitisation processes. These sensitivities take their cue from insights and concepts in science and technology studies (STS), specifically material semiotics/ANT approaches. They concern, firstly, the ways that data-based security practices perform the identities of the individuals that they target; secondly, the need to consider possible practices of subversion by migrants to avoid control-biased analyses; and finally, the challenge to study the design and development of border security technologies without falling into either technological or socio-political determinism. © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","biometrics; borders; migration management; mobility control; science and technology studies (STS); Visa Information System (VIS)","biometry; border region; database; immigrant; management; migration; science and technology","Glouftsios, G.; itUniversity of Trento, Via Tommaso Gar, 14, Italy; email: georgios.glouftsios@unitn.it",,"Routledge",01436597,,,,"English","Third World Q.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85090008793
"Blasi Casagran C.","57223128677;","Fundamental Rights Implications of Interconnecting Migration and Policing Databases in the EU",2021,"Human Rights Law Review","21","2",,"433","457",,2,"10.1093/hrlr/ngaa057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104939309&doi=10.1093%2fhrlr%2fngaa057&partnerID=40&md5=0995a65a12230eee37e2949d8b1409fe","Serra Húnter, Autonomous University of Barcelona, Spain","Blasi Casagran, C., Serra Húnter, Autonomous University of Barcelona, Spain","On 11 June 2019, two Interoperability European Union (EU) Regulations entered into force. With it, six existing EU databases created for security and border management purposes merged into one single, overarching EU information system operating with the purpose of changing the way front-line officers worked in various tasks. The main objective of these Regulations was to prevent and combat illegal immigration and to improve security within the Area of Freedom, Security and Justice of the Union. This article studies the challenges that have emerged from making EU databases and information systems 'interoperable' as well as the potential negative consequences that the Regulations may have for fundamental rights as enshrined in the EU Charter of Fundamental Rights. In particular, it examines whether the interoperability between EU information systems could violate the rights related to data protection, rights of the child, prohibition of discrimination as well as principles of necessity and proportionality. © 2021 The Author(s).","data protection; EU information systems; fundamental rights; interoperability; migration; security",,"Blasi Casagran, C.; Serra Húnter, Spain",,"Oxford University Press",14617781,,,,"English","Hum. Rights Law Rev.",Review,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85104939309
"Demková S.","57238702600;","The decisional value of information in european semi-automated decision-making",2021,"Review of European Administrative Law","14","2",,"29","50",,,"10.7590/187479821X16254887670874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111698454&doi=10.7590%2f187479821X16254887670874&partnerID=40&md5=a94b0a4f2982a97c85356c96534ef1a3","University of Luxembourg, Faculty of Law, Economics and Finance, Luxembourg","Demková, S., University of Luxembourg, Faculty of Law, Economics and Finance, Luxembourg","This article asserts that the automated processing of information, such as via large-scale information systems in the Area of Freedom, Security and Justice (AFSJ), alters the 'value' of information from a means of assistance to a key decisional asset. Information in its different forms, whether paper-based or digital, has always been fundamental to decision-making conduct. Concretely, the premise holds that decisions shall be based on correct, full, and adequate knowledge and reasoning. Technological innovation has, however, magnified information capacities and significance. The article in that respect maintains that the 'decisional value' of automatically-processed information consequently also alters the nature of the respective decision-making - from a conventional type where the agent exercises discretion to a 'semi-automated' conduct in which automation inhibits the agent's decision-making capacity. The recognition of such transformation is necessary for the law to keep up with the technological progress and safeguard rights of individuals who are subjects of such semi-automated decisions. © 2021 Uitgeverij Paris. All right reserved.",,,"Demková, S.; University of Luxembourg, Luxembourg",,"Uitgeverij Paris",18747981,,,,"English","Rev Eur. Administrative. Law.",Article,"Final","",Scopus,2-s2.0-85111698454
