Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Trauttmansdorff P., Felt U.","57343251500;23977748900;","Between Infrastructural Experimentation and Collective Imagination: The Digital Transformation of the EU Border Regime",2021,"Science Technology and Human Values",,,,"","",,,"10.1177/01622439211057523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119277133&doi=10.1177%2f01622439211057523&partnerID=40&md5=b48845f9e23b197faf957917883348b4","Department of Science and Technology Studies, University of Vienna, Austria","Trauttmansdorff, P., Department of Science and Technology Studies, University of Vienna, Austria; Felt, U., Department of Science and Technology Studies, University of Vienna, Austria","A central and formative ingredient in the governance of migration in the European Union (EU) is the continuous construction of a large-scale digital infrastructure to ensure border security. Although border and critical security studies have increasingly focused on the multiple aspects of techno-materiality and infrastructural devices of border control, less has been said about how such an infrastructure encodes and transmits collective future visions of border (in)security. Therefore, this paper analyzes the making of a sociotechnical imaginary of digital transformation of the EU border regime, specifically focusing on the role of eu-LISA, the European agency for the development and management of large-scale IT systems. Drawing on ethnographic observations and interview material, we analyze the ways in which this agency emerges as a site for assembling and rehearsing this sociotechnical imaginary, gradually transforming borders into sites of experimentation in the EU Schengen laboratory. As our case illustrates, studying the visionary dimensions of digital infrastructuring helps us to understand how imagination becomes collectivized and materialized, opens up or closes down sociotechnical realizations, and thus tacitly governs the project of digitally infrastructuring the EU border regime. © The Author(s) 2021.","digitalization; experimental politics; governing migration; infrastructuring borders; sociotechnical imaginary",,"Trauttmansdorff, P.; Department of Science and Technology Studies, Austria; email: paul.trauttmansdorff@univie.ac.at",,"SAGE Publications Inc.",01622439,,,,"English","Sci. Technol. Hum. Values",Article,"Article in Press","",Scopus,2-s2.0-85119277133
"Michéa F., Rousvoal L.","57498861500;57226389248;","The Criminal Procedure Out of Itself: A Case Study of the Relationship Between EU Law and Criminal Procedure Using the ETIAS System",2021,"European Papers- A Journal on Law and Integration","6","1",,"473","491",,,"10.15166/2499-8249/478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111403325&doi=10.15166%2f2499-8249%2f478&partnerID=40&md5=57f139fce16414ee830f0009b48aaa87","Lecturer in European Law, University of Rennes; Lecturer in Criminal Law, University of Rennes","Michéa, F., Lecturer in European Law, University of Rennes; Rousvoal, L., Lecturer in Criminal Law, University of Rennes","In order to manage migratory flows, the large-scale information system ETIAS (European Travel Information and Authorisation System) aims to establish whether third- country nationals whose country takes part in visa-waiving agreements could be authorized to travel to the EU. This Article intends to shine a light from a legal perspective on the ambivalence of the means and ends of the ETIAS database. ETIAS is not solely an instrument of migratory flow management. It is also, more discretely, a criminal justice instrument. In addition to the administrative function of ETIAS, there is a law-enforcement capability: once data pertaining to candidates seeking travel authorization is collected, it becomes available to ends which are estranged from the administrative function of ETIAS. This Article intends to highlight the opaque nature of ETIAS resulting from its cumulating complexities at the crossroads of law and information technology, EU and member states competences, administrative and criminal laws. ETIAS is indicative of a more global model that it is helping to deploy, suggesting the prospect of a data set pertaining to migrants and available for criminal purposes. In conclusion, this Article raises the following questions: is ETIAS compatible with fundamental liberties? And in this respect should its hidden criminal dimension raise concerns? © 2021. All Rights Reserved.","databases - large-scale information systems - area of freedom; security and justice -criminal repression - migration management - fundamental rights",,"Michéa, F.; Lecturer in European Law, ",,"European Paper",24998249,,,,"English","European Pap. j. Law Integr",Article,"Final","",Scopus,2-s2.0-85111403325
"Glouftsios G., Scheel S.","57197773539;55762175200;","An inquiry into the digitisation of border and migration management: performativity, contestation and heterogeneous engineering",2021,"Third World Quarterly","42","1",,"123","140",,8,"10.1080/01436597.2020.1807929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090008793&doi=10.1080%2f01436597.2020.1807929&partnerID=40&md5=9a18f6606a9ffd650b7b3919334dd0a1","School of International Studies, University of Trento, Trento, Italy; Institute of Sociology (IfS), Faculty of Social Sciences, University Duisburg-Essen, Duisburg, Germany","Glouftsios, G., School of International Studies, University of Trento, Trento, Italy; Scheel, S., Institute of Sociology (IfS), Faculty of Social Sciences, University Duisburg-Essen, Duisburg, Germany","This article is concerned with the digitisation of border security and migration management. Illustrated through an encounter between a migrant and the Visa Information System (VIS)–one of the largest migration-related biometric databases worldwide–the article’s first part outlines three implications of digitisation. We argue that the VIS assembles a set of previously unconnected state authorities into a group of end users who enact border security and migration management through the gathering, processing and sharing of data; facilitates the practice of traceability, understood as a rationality of mobility control; and has restrictive effects on migrants’ capacity to manoeuvre and resist control. Given these implications, the article’s second part introduces three analytical sensitivities that help to avoid some analytical traps when studying digitisation processes. These sensitivities take their cue from insights and concepts in science and technology studies (STS), specifically material semiotics/ANT approaches. They concern, firstly, the ways that data-based security practices perform the identities of the individuals that they target; secondly, the need to consider possible practices of subversion by migrants to avoid control-biased analyses; and finally, the challenge to study the design and development of border security technologies without falling into either technological or socio-political determinism. © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","biometrics; borders; migration management; mobility control; science and technology studies (STS); Visa Information System (VIS)","biometry; border region; database; immigrant; management; migration; science and technology","Glouftsios, G.; itUniversity of Trento, Via Tommaso Gar, 14, Italy; email: georgios.glouftsios@unitn.it",,"Routledge",01436597,,,,"English","Third World Q.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85090008793
"Pollozek S.","57207944128;","Turbulences of speeding up data circulation. Frontex and its crooked temporalities of ‘real-time’ border control",2020,"Mobilities","15","5",,"677","693",,3,"10.1080/17450101.2020.1801304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089992304&doi=10.1080%2f17450101.2020.1801304&partnerID=40&md5=3a1363309d9fb774bc9e209c9416ef38","Digital Media Lab, Munich Center for Technology in Society, Technical University of Munich, Munich, Germany","Pollozek, S., Digital Media Lab, Munich Center for Technology in Society, Technical University of Munich, Munich, Germany","In the last decade, various information systems have been created to process data in ‘near to real-time’ across agencies to ‘improve situational awareness and to increase reaction capability’ at the external borders of the European Union. While the policing of mobilities is increasingly discussed in terms of instantaneity, speed, and real-timeness, little has been said about the temporalities of data mobility. This paper focuses on the socio-technical architectures that are generative of data mobilities and analyses the temporality of data circulation as the outcome of a contingent formation of various actors, sites, and materials. Based on an indepth analysis of the Frontex information system Joint Operation Reporting Application (JORA), it works out several sources of turbulence that turn data mobility into a ‘crooked’ process of patching multiple temporalities and paces together. It will show how the implementation of JORA faces data frictions, issues of data quality, the synchronization of multiple orderings, and the clash of temporalities of border control practices on the ground. Thus, the infrastructuring of data circulation has effects on interorganizational forms of collaboration and knowledge production as well as on border work in the field of European migration and border control. © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","data mobilites; Governance of migrant mobilities; infrastructures; real-timeness; turbulence","border region; European Union; immigrant; infrastructure; migration; mobility","Pollozek, S.; Digital Media Lab, Germany; email: silvan.pollozek@tum.de",,"Routledge",17450101,,,,"English","Mobilities",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85089992304
"Gäckle N.","57212026816;","Taming future mobilities: biopolitics and data behaviourism in the European Travel Information and Authorisation System (ETIAS)",2020,"Mobilities","15","2",,"257","272",,,"10.1080/17450101.2019.1693725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075726713&doi=10.1080%2f17450101.2019.1693725&partnerID=40&md5=98de63d9f1e4af9fdba71c56e851ed29","Department of Political Science, University of Tuebingen, Tuebingen, Germany","Gäckle, N., Department of Political Science, University of Tuebingen, Tuebingen, Germany","In this paper, I critically engage with the European Travel Authorisation and Information System (ETIAS), looking at the rationalities underlying its introduction, its system architecture and its proposed functionalities. Tracing the biopolitical problematisation of the border that led to ETIAS, I argue that the system embodies a shift towards data behaviourism in the regime of truth underlying the biopolitical regulation of the EU border. Data behaviourism establishes a new way of seeing conduct, adding a potential future layer to it. Taming future mobilities through data-mining and future-oriented algorithmic processing, ETIAS imagines mobile subjects in terms of their motility and thereby produces dividuals and blurs the spatio-temporal boundedness of the EU border. ETIAS thereby complicates resistance by avoiding fixed identities and instead rarefies subjects through seeing them as being constantly emergent through new correlations. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","biopolitics; border security; Circulation; data behaviourism; dividuals; technology","authoritarianism; correlation; European Union; international relations; political border; regional security; travel behavior; Europe","Gäckle, N.; Department of Political Science, Germany; email: nicgaeckle@outlook.de",,"Routledge",17450101,,,,"English","Mobilities",Article,"Final","",Scopus,2-s2.0-85075726713
"Pelizza A.","36461657200;","Processing Alterity, Enacting Europe: Migrant Registration and Identification as Co-construction of Individuals and Polities",2020,"Science Technology and Human Values","45","2",,"262","288",,22,"10.1177/0162243919827927","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061591320&doi=10.1177%2f0162243919827927&partnerID=40&md5=d8dcbc980e1fa9b8ef108db2a7589299","Science, Technology and Policy Studies, Faculty of Behavioural, Management and Social Sciences, University of Twente, Enschede, Netherlands","Pelizza, A., Science, Technology and Policy Studies, Faculty of Behavioural, Management and Social Sciences, University of Twente, Enschede, Netherlands","This article introduces the concept of “alterity processing” to account for the simultaneous enactment of individual “Others” and emergent European orders in the context of migration management. Alterity processing refers to the data infrastructures, knowledge practices, and bureaucratic procedures through which populations unknown to European actors are translated into “European-legible” identities. By drawing on fieldwork conducted in Italy and the Hellenic Republic from 2017 to 2018, this article argues that different registration and identification procedures compete to legitimize different chains of actors, data, and metadata as more authoritative than others. Competing procedures have governance implications, as well, with some actors being included and others being excluded. Furthermore, there is evidence that—despite procedural rigidities—applicants themselves propose alternative chains of actors, data, and metadata that are more meaningful to them. In this tension, it is not only the individual Other that is enacted but also specific bureaucratic orders cutting across old and new European actors and distinctive understandings of “Europe.” From a technology studies perspective, this article engages in a dialogue with the emergent debate on Hotspots, the scholarship about the infrastructural construction of Europe and political sociology. © The Author(s) 2019.","bureaucracy; data infrastructures; Europe; metadata; migration; population",,"Pelizza, A.; Science, Netherlands; email: apelizza@processingcitizenship.eu",,"SAGE Publications Inc.",01622439,,,,"English","Sci. Technol. Hum. Values",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85061591320
"Gajda A.","57222260611;","State-of-the-art technologies and managing the external borders of the european union [Najnowsze technologie i zarządzanie granicami zewnętrznymi unii europejskiej]",2020,"Krytyka Prawa","12","4",,"50","69",,,"10.7206/kp.2080-1084.409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102045735&doi=10.7206%2fkp.2080-1084.409&partnerID=40&md5=095cf56181850013748c8cc200e39462","Instytut Nauk Prawnych, Uniwersytet Opolski, Poland","Gajda, A., Instytut Nauk Prawnych, Uniwersytet Opolski, Poland","The article focuses on the normative, institutional, and operational design of the European Union as an area where a considerable part of internal security is based on state-of-the-art technologies and large-scale information systems. This is fol-lowed by an analysis of the legal challenges arising from the establishment of so-called smart borders, i.e. borders involving automated border control and the interoperability of all large-scale information systems. The article poses two fundamental research questions. Firstly: how do these new phenomena affect the effectiveness of management of the external borders in the EU? Secondly: are the existing legal frameworks able to bear the changes that are occurring? It seems that the aspiration towards interoperability may cause ten-sions underlying the establishment and functioning of the area of freedom, security, and justice (AFSA) in the EU – if the EU’s information systems become more and more interoperable, then the EU legal order may become less and less consistent with them. © 2020 Author.","European Union; Integrated management of external borders; Interoperability; Large-scale information systems; New technologies; Smart borders",,"Gajda, A.; Instytut Nauk Prawnych, Poland; email: agajda@uni.opole.pl",,"Kozminski University",20801084,,,,"Polish","Kryt. Prawa",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85102045735
"ADEN H.","16232240200;","Interoperability Between EU Policing and Migration Databases: Risks for Privacy",2020,"European Public Law","26","1",,"93","108",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100081498&partnerID=40&md5=0151ec4a81bb2171a38b4ddd52a412f2","Professor of German and European Public Law, Public Policy and Public Administration, Berlin School of Economics and Law/Hochschule für Wirtschaft und Recht, Department of Police and Security Management, Deputy Director of the Berlin Institute for Safety and Security Research, HWR Berlin, Germany","ADEN, H., Professor of German and European Public Law, Public Policy and Public Administration, Berlin School of Economics and Law/Hochschule für Wirtschaft und Recht, Department of Police and Security Management, Deputy Director of the Berlin Institute for Safety and Security Research, HWR Berlin, Germany","The interoperability initiative passed in May 2019 as Regulations (EU) 2019/817 and 818 seeks new strategies for identifying dangerous individuals who use false or multiple identities. The EU's databases in the Area of Freedom Security and Justice (AFSJ) for policing and migration purposes will be interconnected. This constitutes a paradigm shift for purpose limitation as a core element of data protection. This article identifies regulatory patterns and shortcomings in the technical and legal data protection arrangements of the interoperability regulations. The legal framework for data protection in the EU has developed considerably with the General Data Protection Regulation (GDPR) 2016/679 and with Directive 2016/680 for policing and criminal justice. The European Data Protection Board, a multilevel accountability forum in which European and national data protection authorities cooperate has been established. From a trans-disciplinary legal, public administration, and public policy perspective, this article analyses the regulatory patterns and institutional settings established for the upcoming interoperability of databases for policing and migration. © 2020 Kluwer Law International BV, The Netherlands","accountability; data protection; EU external borders; EU migration and policing databases; eu-LISA; Europol; inter-operability; police information sharing; privacy; Schengen Information System; Visa Information System",,"ADEN, H.; Professor of German and European Public Law, Germany",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85100081498
"VAVOULA N.","56724218500;","Interoperability of EU Information Systems: The Deathblow to the Rights to Privacy and Personal Data Protection of Third-Country Nationals?",2020,"European Public Law","26","1",,"131","156",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099586395&partnerID=40&md5=fa9e3330204160b2fbd0ece1ff2ebf70","School of Law, Queen Mary, University of London, United Kingdom","VAVOULA, N., School of Law, Queen Mary, University of London, United Kingdom","This article examines key privacy and data protection concerns raised by the Regulations that establish a framework for interoperability between EU-wide centralized information systems processing personal data of third-country nationals (Schengen Information System II, Visa Information System, Eurodac, Entry/Exit System, European Travel Information and Authorization System, European Criminal Records Information System for third-country nationals). After a concise outline of the complex landscape within which these databases have been set up, emphasis is placed on the novelties and challenges that interoperability brings forward. In that regard, the articles evaluates the setting up of new databases, particularly the Biometric Matching Service and the Common Identity Repository – viewed through the Panopticon lens – the maximization of uses for which personal data may be destined, the revised rules on consultation of databases for law enforcement purposes, the challenge of ensuring data quality and the exercise of individual rights. If the EU uses its law enforcement and border control tools to the full, exploits the potential of inter-operability between information sources to identify any security concerns from a common pool of information, and uses the stage of entry into the EU as a key point for security checks to take place, the result will negate the ability of terrorist networks to exploit gaps. This is at the heart of the Security Union.1 © 2020 Kluwer Law International BV, The Netherlands","Data Protection; Databases; ECRIS-TCN; EES; ETIAS; Eurodac; Interoperability; Privacy; SIS II; VIS",,"VAVOULA, N.; School of Law, United Kingdom",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099586395
"GALLI F.","57189092073;","Interoperable Databases: New Cooperation Dynamics in the EU AFSJ?",2020,"European Public Law","26","1",,"109","129",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099545095&partnerID=40&md5=9b8cb3688bf02b62e665afc888d981af","Research Associate, European University Institute, Florence, Italy","GALLI, F., Research Associate, European University Institute, Florence, Italy","At present EU institutions and agencies as well as national legislators have ambitious agendas on law enforcement authorities’ access to interoperable information systems, which have become a defining feature of the Area of Freedom, Security and Justice (AFSJ). They are the most advanced form of information exchange, conferring direct information access to competent authorities. Interoperable information systems are intended for the exchange of raw material for investigation purposes, which at a later stage could become evidence at trial. Interoperable information systems challenge existing cooperation dynamics and redefine the role of the actors involved. It is questionable whether mutual recognition and approximation, which have been considered the cornerstone of judicial cooperation in both civil and criminal matters for many years, can describe alone integration dynamics in law enforcement cooperation, particularly with reference to information sharing. This article appraises whether, and to what extent, law enforcement access to and use of interoperable information systems constitute new modes of law enforcement cooperation in the EU AFSJ. It then assesses what would be the implications of such a paradigm shift on information management. After a short overview of the main features of interoperability, it addresses whether and how the establishment and functioning of interoperable information systems actually or potentially redefines the existing distribution of tasks between th EU and Member States and among competent authorities of different kinds. © 2020 Kluwer Law International BV, The Netherlands","approximation; Area of Freedom Security and Justice; European Union; information management; interoperability; law enforcement; mutual recognition; platform integration; principle of availability",,"GALLI, F.; Research Associate, Italy; email: francesca.galli@eui.eu.",,"Kluwer Law International",13543725,,,,"English","European Public Law",Article,"Final","",Scopus,2-s2.0-85099545095
